Date,Entry,Close,P/L
2023-12-14,428.299988,472.01001,1.1020546888271219
2023-12-14,429.059998,472.01001,1.10010257819467
2023-12-14,427.920013,472.01001,1.1030332671073275
2023-12-14,424.5,472.01001,1.111919929328622
2023-12-14,422.660004,472.01001,1.116760529818194
2023-12-18,428.859985,471.970001,1.1005223557987114
2023-12-19,429.570007,474.839996,1.1053844268973836
2023-12-19,428.029999,474.839996,1.1093614865999146
2023-12-19,429.899994,474.839996,1.104535944701595
2023-12-19,429.540009,474.839996,1.1054616241813227
2023-12-19,430.76001,474.839996,1.1023307293543798
2023-12-21,429.130005,472.700012,1.10153101971977
2023-12-26,432.290009,475.649994,1.100303000525742
2024-01-19,434.549988,482.429993,1.1101829624259478
2024-01-19,434.899994,482.429993,1.1092894910456128
2024-01-19,437.859985,482.429993,1.1017905484101271
2024-01-19,435.179993,482.429993,1.1085757635002307
2024-01-19,437.75,482.429993,1.1020673740719589
2024-01-19,437.970001,482.429993,1.1015137838173532
2024-01-19,433.799988,482.429993,1.1121023659410523
2024-01-19,436.170013,482.429993,1.1060595149167214
2024-01-19,434.540009,482.429993,1.1102084572378237
2024-01-19,435.690002,482.429993,1.1072780894338723
2024-01-19,437.25,482.429993,1.103327599771298
2024-01-22,438.660004,483.450012,1.1021064322973926
2024-01-22,435.619995,483.450012,1.1097975702423852
2024-01-22,436.660004,483.450012,1.1071543250386633
2024-01-22,438.640015,483.450012,1.1021566557259943
2024-01-22,436.929993,483.450012,1.1064701891499584
2024-01-23,439.940002,484.859985,1.102104793371347
2024-01-23,440.649994,484.859985,1.1003290402858827
2024-01-23,434.690002,484.859985,1.115415543879935
2024-01-23,436.390015,484.859985,1.1110703002679838
2024-01-23,434.690002,484.859985,1.115415543879935
2024-01-24,441.019989,485.390015,1.1006077436549027
2024-01-24,441.070007,485.390015,1.1004829330868557
2024-01-25,443.179993,488.029999,1.1012004303181617
2024-01-25,442.640015,488.029999,1.102543788319725
2024-01-25,441.950012,488.029999,1.1042651561235843
2024-01-25,443.309998,488.029999,1.100877492503564
2024-01-25,443.279999,488.029999,1.1009519944526078
2024-01-25,442.76001,488.029999,1.1022449814291042
2024-01-25,442.709991,488.029999,1.1023695171135182
2024-01-26,442.5,487.410004,1.101491534463277
2024-01-29,445.109985,491.269989,1.1037047146897863
2024-01-29,443.910004,491.269989,1.1066882579199544
2024-01-29,444.519989,491.269989,1.1051696237669077
2024-01-29,443.799988,491.269989,1.1069626009093088
2024-01-29,445.040009,491.269989,1.1038782560333806
2024-01-30,445.920013,490.890015,1.1008476872286062
2024-01-30,445.869995,490.890015,1.1009711810726353
2024-01-30,444.390015,490.890015,1.1046378146007623
2024-01-30,444.709991,490.890015,1.103843009904403
2024-02-02,447.26001,494.350006,1.1052855049571724
2024-02-02,447.880005,494.350006,1.1037554712896818
2024-02-02,447.190002,494.350006,1.105458538404443
2024-02-02,448.700012,494.350006,1.1017383391556494
2024-02-02,448.109985,494.350006,1.1031889994595858
2024-02-02,448.730011,494.350006,1.1016646845133788
2024-02-05,447.170013,492.549988,1.1014825987448313
2024-02-05,447.26001,492.549988,1.1012609600397762
2024-02-07,450.25,498.100006,1.1062743053858968
2024-02-07,451.559998,498.100006,1.103064948636128
2024-02-07,450.640015,498.100006,1.1053168591786062
2024-02-07,449.910004,498.100006,1.1071103144441305
2024-02-07,450.940002,498.100006,1.1045815491880004
2024-02-07,449.589996,498.100006,1.1078983305491523
2024-02-07,452.690002,498.100006,1.1003114798192517
2024-02-07,449.160004,498.100006,1.1089589490697396
2024-02-07,450.350006,498.100006,1.1060286429750819
2024-02-07,449.679993,498.100006,1.107676600590945
2024-02-08,452.230011,498.320007,1.1019171547197473
2024-02-08,452.410004,498.320007,1.101478752888055
2024-02-08,452.950012,498.320007,1.1001655674975452
2024-02-08,450.48999,498.320007,1.1061733180797202
2024-02-08,452.920013,498.320007,1.1002384365823994
2024-02-08,451.01001,498.320007,1.104897886856214
2024-02-09,451.799988,501.200012,1.109340472138304
2024-02-09,454.190002,501.200012,1.1035029608599796
2024-02-09,454.26001,501.200012,1.1033328951848524
2024-02-12,453.589996,500.980011,1.1044776459311505
2024-02-12,450.359985,500.980011,1.1123990311883503
2024-02-15,455.910004,502.01001,1.1011164606951682
2024-02-22,457.350006,507.5,1.1096534237281719
2024-02-22,458.700012,507.5,1.1063875882349006
2024-02-22,460.200012,507.5,1.1027813706358616
2024-02-23,457.540009,507.850006,1.1099575906158625
2024-02-23,456.799988,507.850006,1.11175573410917
2024-02-29,461.549988,508.079987,1.1008124801424544
2024-03-01,463.359985,512.849976,1.1068067865204199
2024-03-07,466.910004,514.809998,1.1025893503879602
2024-03-07,466.350006,514.809998,1.103913351295207
2024-03-07,466.570007,514.809998,1.1033928248199631
2024-03-07,467.690002,514.809998,1.1007504881406465
2024-03-12,468.279999,516.780029,1.1035705776534779
2024-03-20,469.519989,520.47998,1.108536360951397
2024-03-20,470.600006,520.47998,1.1059922935912583
2024-03-21,470.73999,522.200012,1.1093172942455984
2024-03-21,474.600006,522.200012,1.1002949966250106
